country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name
Netherlands,NLD,2/1/2021,0,0,0,0,28757,0,0,0,1678,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/2/2021,0,0,0,0,29384,0,0,0,1715,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/3/2021,0,0,0,0,30010,0,0,0,1751,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/4/2021,0,0,0,0,30637,0,0,0,1788,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/5/2021,0,0,0,0,31264,0,0,0,1825,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/6/2021,0,0,0,0,31890,0,0,0,1861,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/7/2021,571145,504736,66409,0,32517,3.33,2.95,0.39,1898,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/8/2021,0,0,0,0,32204,0,0,0,1879,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/9/2021,0,0,0,0,31891,0,0,0,1861,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/10/2021,0,0,0,0,31579,0,0,0,1843,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/11/2021,0,0,0,0,31266,0,0,0,1825,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/12/2021,0,0,0,0,30953,0,0,0,1806,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/13/2021,0,0,0,0,30640,0,0,0,1788,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/14/2021,783438,628993,154445,0,30328,4.57,3.67,0.9,1770,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/15/2021,0,0,0,0,30701,0,0,0,1792,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/16/2021,0,0,0,0,31075,0,0,0,1814,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/17/2021,0,0,0,0,31448,0,0,0,1835,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/18/2021,0,0,0,0,31822,0,0,0,1857,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/19/2021,0,0,0,0,32196,0,0,0,1879,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/20/2021,0,0,0,0,32569,0,0,0,1901,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/21/2021,1014039,795326,218713,0,32943,5.92,4.64,1.28,1923,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/22/2021,0,0,0,0,34816,0,0,0,2032,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/23/2021,0,0,0,0,36689,0,0,0,2141,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/24/2021,0,0,0,0,38563,0,0,0,2251,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/25/2021,0,0,0,0,40436,0,0,0,2360,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/26/2021,0,0,0,0,42309,0,0,0,2469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/27/2021,0,0,0,0,44182,0,0,0,2578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,2/28/2021,1336428,1004757,331671,0,46056,7.8,5.86,1.94,2688,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/1/2021,0,0,0,0,45260,0,0,0,2641,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/2/2021,0,0,0,0,44465,0,0,0,2595,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/3/2021,0,0,0,0,43669,0,0,0,2549,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/4/2021,0,0,0,0,42874,0,0,0,2502,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/5/2021,0,0,0,0,42078,0,0,0,2456,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/6/2021,0,0,0,0,41283,0,0,0,2409,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/7/2021,1619839,1207904,411935,0,40487,9.45,7.05,2.4,2363,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/8/2021,0,0,0,0,40170,0,0,0,2344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/9/2021,0,0,0,0,39854,0,0,0,2326,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/10/2021,0,0,0,0,39537,0,0,0,2307,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/11/2021,0,0,0,0,39220,0,0,0,2289,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/12/2021,0,0,0,0,38903,0,0,0,2270,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/13/2021,0,0,0,0,38586,0,0,0,2252,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
Netherlands,NLD,3/14/2021,1887726,1394603,493123,0,38270,11.02,8.14,2.88,2233,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment
