,Date,ID,Problems_solved,Transactions,T_Month
2961,2020-08-28,75.0,0,0,2020-08-01
2962,2020-08-29,75.0,5,0,2020-08-01
2963,2020-08-10,75.0,1,0,2020-08-01
2964,2020-08-14,75.0,7,0,2020-08-01
2965,2020-08-17,75.0,22,149,2020-08-01
2966,2020-08-19,75.0,17,0,2020-08-01
2967,2020-08-20,75.0,9,0,2020-08-01
2968,2020-08-24,75.0,24,0,2020-08-01
2969,2020-08-25,75.0,32,0,2020-08-01
2970,2020-08-26,75.0,26,0,2020-08-01
2971,2020-08-27,75.0,10,0,2020-08-01
2972,2020-08-29,75.0,10,0,2020-08-01
2973,2020-08-31,75.0,8,0,2020-08-01
2975,2020-08-15,75.0,24,0,2020-08-01
2976,2020-08-17,75.0,1,0,2020-08-01
2977,2020-08-25,75.0,4,0,2020-08-01
2978,2020-08-26,75.0,2,0,2020-08-01
2979,2020-08-27,75.0,4,0,2020-08-01
2980,2020-08-31,75.0,7,0,2020-08-01
2981,2020-08-20,75.0,0,0,2020-08-01
2982,2020-08-24,75.0,1,0,2020-08-01
2983,2020-08-27,183.0,1,0,2020-08-01
2984,2020-08-03,183.0,34,0,2020-08-01
2985,2020-08-05,183.0,26,0,2020-08-01
2986,2020-08-06,183.0,1,0,2020-08-01
2987,2020-08-10,183.0,18,0,2020-08-01
2988,2020-08-11,183.0,15,0,2020-08-01
2989,2020-08-12,183.0,7,0,2020-08-01
2990,2020-08-13,183.0,10,0,2020-08-01
2991,2020-08-14,183.0,5,0,2020-08-01
2992,2020-08-25,183.0,25,0,2020-08-01
2993,2020-08-28,183.0,22,0,2020-08-01
2994,2020-08-03,183.0,6,0,2020-08-01
2995,2020-08-04,183.0,27,0,2020-08-01
2996,2020-08-06,183.0,23,0,2020-08-01
2997,2020-08-07,183.0,24,0,2020-08-01
2998,2020-08-12,183.0,1,0,2020-08-01
2999,2020-08-14,183.0,3,0,2020-08-01
3000,2020-08-25,183.0,1,0,2020-08-01
3001,2020-08-28,76.0,0,0,2020-08-01
3002,2020-08-01,76.0,47,0,2020-08-01
3003,2020-08-03,76.0,29,0,2020-08-01
3004,2020-08-04,76.0,28,0,2020-08-01
3005,2020-08-05,76.0,21,0,2020-08-01
3006,2020-08-06,76.0,25,0,2020-08-01
3007,2020-08-07,76.0,19,0,2020-08-01
3008,2020-08-10,76.0,19,0,2020-08-01
3009,2020-08-11,76.0,10,0,2020-08-01
3010,2020-08-12,76.0,35,0,2020-08-01
3011,2020-08-13,76.0,27,0,2020-08-01
3012,2020-08-14,76.0,15,0,2020-08-01
3013,2020-08-17,76.0,5,0,2020-08-01
3014,2020-08-18,76.0,15,0,2020-08-01
3015,2020-08-19,76.0,25,0,2020-08-01
3016,2020-08-20,76.0,30,135,2020-08-01
3017,2020-08-24,76.0,35,0,2020-08-01
3018,2020-08-25,76.0,29,0,2020-08-01
3019,2020-08-26,76.0,19,0,2020-08-01
3020,2020-08-28,76.0,17,0,2020-08-01
3021,2020-08-31,76.0,24,0,2020-08-01
3022,2020-08-04,76.0,2,0,2020-08-01
3023,2020-08-06,76.0,3,0,2020-08-01
3024,2020-08-07,76.0,3,0,2020-08-01
3025,2020-08-10,76.0,1,0,2020-08-01
3026,2020-08-11,76.0,1,0,2020-08-01
3027,2020-08-12,76.0,1,0,2020-08-01
3028,2020-08-14,76.0,1,0,2020-08-01
3029,2020-08-17,76.0,1,0,2020-08-01
3030,2020-08-18,76.0,10,0,2020-08-01
3031,2020-08-24,76.0,7,0,2020-08-01
3032,2020-08-26,76.0,2,0,2020-08-01
3033,2020-08-28,76.0,1,0,2020-08-01
3034,2020-08-31,76.0,8,0,2020-08-01
3035,2020-08-20,76.0,1,0,2020-08-01
3036,2020-08-20,76.0,2,0,2020-08-01
3037,2020-08-18,184.0,2,0,2020-08-01
3038,2020-08-01,184.0,31,"2,705",2020-08-01
3039,2020-08-03,184.0,22,0,2020-08-01
3040,2020-08-04,184.0,35,0,2020-08-01
3041,2020-08-10,184.0,22,0,2020-08-01
3042,2020-08-11,184.0,9,0,2020-08-01
3043,2020-08-12,184.0,13,0,2020-08-01
3044,2020-08-13,184.0,10,0,2020-08-01
3045,2020-08-14,184.0,27,0,2020-08-01
3046,2020-08-18,184.0,20,0,2020-08-01
3047,2020-08-19,184.0,20,0,2020-08-01
3048,2020-08-20,184.0,21,75,2020-08-01
3049,2020-08-25,184.0,17,0,2020-08-01
3050,2020-08-26,184.0,17,0,2020-08-01
3051,2020-08-27,184.0,22,0,2020-08-01
3052,2020-08-28,184.0,14,0,2020-08-01
3053,2020-08-29,184.0,21,0,2020-08-01
3054,2020-08-18,184.0,4,0,2020-08-01
3055,2020-08-27,184.0,1,0,2020-08-01
3056,2020-08-20,184.0,5,0,2020-08-01
3057,2020-08-25,225.0,0,0,2020-08-01
3058,2020-08-01,225.0,9,0,2020-08-01
3059,2020-08-03,225.0,7,0,2020-08-01
3060,2020-08-04,225.0,14,0,2020-08-01
3061,2020-08-05,225.0,16,0,2020-08-01
3062,2020-08-10,225.0,12,0,2020-08-01
3063,2020-08-11,225.0,2,0,2020-08-01
3064,2020-08-12,225.0,4,0,2020-08-01
3065,2020-08-13,225.0,11,0,2020-08-01
3066,2020-08-17,225.0,15,0,2020-08-01
3067,2020-08-26,225.0,6,0,2020-08-01
3068,2020-08-27,225.0,7,0,2020-08-01
3069,2020-08-03,225.0,3,0,2020-08-01
3070,2020-08-26,185.0,1,0,2020-08-01
3071,2020-08-21,185.0,0,0,2020-08-01
3072,2020-08-03,185.0,26,882,2020-08-01
3073,2020-08-04,185.0,27,"1,005",2020-08-01
3074,2020-08-05,185.0,29,889,2020-08-01
3075,2020-08-06,185.0,15,553,2020-08-01
3076,2020-08-07,185.0,19,735,2020-08-01
3077,2020-08-10,185.0,32,768,2020-08-01
3078,2020-08-11,185.0,17,744,2020-08-01
3079,2020-08-12,185.0,22,525,2020-08-01
3080,2020-08-14,185.0,23,741,2020-08-01
3081,2020-08-17,185.0,25,610,2020-08-01
3082,2020-08-18,185.0,26,988,2020-08-01
3083,2020-08-19,185.0,18,553,2020-08-01
3084,2020-08-20,185.0,28,673,2020-08-01
3085,2020-08-21,185.0,4,0,2020-08-01
3086,2020-08-25,185.0,2,741,2020-08-01
3087,2020-08-31,185.0,30,366,2020-08-01
3088,2020-08-31,185.0,0,0,2020-08-01
3089,2020-08-31,77.0,2,0,2020-08-01
3090,2020-08-10,77.0,0,0,2020-08-01
3091,2020-08-11,77.0,1,0,2020-08-01
3092,2020-08-12,77.0,1,0,2020-08-01
3093,2020-08-24,77.0,1,0,2020-08-01
3094,2020-08-25,77.0,2,0,2020-08-01
3095,2020-08-27,77.0,2,0,2020-08-01
3096,2020-08-31,77.0,4,0,2020-08-01
3097,2020-08-10,77.0,3,0,2020-08-01
3098,2020-08-11,77.0,8,0,2020-08-01
3099,2020-08-12,77.0,5,0,2020-08-01
3100,2020-08-13,77.0,1,0,2020-08-01
3101,2020-08-17,77.0,0,0,2020-08-01
3102,2020-08-20,77.0,1,0,2020-08-01
3103,2020-08-24,77.0,3,0,2020-08-01
3104,2020-08-25,77.0,4,0,2020-08-01
3105,2020-08-26,77.0,4,0,2020-08-01
3106,2020-08-27,77.0,8,0,2020-08-01
3107,2020-08-28,77.0,2,0,2020-08-01
3108,2020-08-31,77.0,7,0,2020-08-01
3109,2020-08-10,77.0,13,0,2020-08-01
3110,2020-08-11,77.0,15,0,2020-08-01
3111,2020-08-12,77.0,10,0,2020-08-01
3112,2020-08-13,77.0,20,0,2020-08-01
3113,2020-08-17,77.0,24,0,2020-08-01
3114,2020-08-20,77.0,5,0,2020-08-01
3115,2020-08-24,77.0,6,0,2020-08-01
3116,2020-08-25,77.0,8,0,2020-08-01
3117,2020-08-26,77.0,24,0,2020-08-01
3118,2020-08-27,77.0,21,0,2020-08-01
3119,2020-08-28,77.0,23,0,2020-08-01
3120,2020-08-31,77.0,20,0,2020-08-01
3121,2020-08-31,77.0,1,0,2020-08-01
3122,2020-08-31,78.0,2,0,2020-08-01
3123,2020-08-04,78.0,4,0,2020-08-01
3124,2020-08-05,78.0,5,0,2020-08-01
3125,2020-08-06,78.0,6,0,2020-08-01
3126,2020-08-07,78.0,1,0,2020-08-01
3127,2020-08-24,78.0,0,0,2020-08-01
3128,2020-08-25,78.0,4,0,2020-08-01
3129,2020-08-26,78.0,10,0,2020-08-01
3130,2020-08-27,78.0,1,0,2020-08-01
3131,2020-08-28,78.0,1,0,2020-08-01
3132,2020-08-30,78.0,3,0,2020-08-01
3133,2020-08-31,78.0,5,0,2020-08-01
3134,2020-08-01,78.0,9,0,2020-08-01
3135,2020-08-04,78.0,16,0,2020-08-01
3136,2020-08-05,78.0,17,0,2020-08-01
3137,2020-08-06,78.0,20,0,2020-08-01
3138,2020-08-07,78.0,13,0,2020-08-01
3139,2020-08-22,78.0,2,0,2020-08-01
3140,2020-08-24,78.0,8,0,2020-08-01
3141,2020-08-25,78.0,13,0,2020-08-01
3142,2020-08-26,78.0,12,0,2020-08-01
3143,2020-08-27,78.0,8,0,2020-08-01
3144,2020-08-28,78.0,6,0,2020-08-01
3145,2020-08-30,78.0,43,0,2020-08-01
3146,2020-08-31,78.0,17,0,2020-08-01
3147,2020-08-01,78.0,42,0,2020-08-01
3148,2020-08-04,78.0,22,0,2020-08-01
3149,2020-08-05,78.0,23,0,2020-08-01
3150,2020-08-06,78.0,7,0,2020-08-01
3151,2020-08-07,78.0,7,0,2020-08-01
3152,2020-08-22,78.0,25,0,2020-08-01
3153,2020-08-24,78.0,11,0,2020-08-01
3154,2020-08-25,78.0,10,0,2020-08-01
3155,2020-08-26,78.0,19,0,2020-08-01
3156,2020-08-27,78.0,24,0,2020-08-01
3157,2020-08-28,78.0,25,0,2020-08-01
3158,2020-08-31,299.0,16,0,2020-08-01
3159,2020-08-03,299.0,17,0,2020-08-01
3160,2020-08-04,299.0,22,0,2020-08-01
3161,2020-08-05,299.0,26,0,2020-08-01
3162,2020-08-06,299.0,17,0,2020-08-01
3163,2020-08-08,299.0,22,0,2020-08-01
3164,2020-08-19,299.0,11,0,2020-08-01
3165,2020-08-20,79.0,14,0,2020-08-01
3166,2020-08-11,79.0,0,0,2020-08-01
3167,2020-08-12,79.0,2,0,2020-08-01
3168,2020-08-13,79.0,2,0,2020-08-01
3169,2020-08-17,79.0,1,0,2020-08-01
3170,2020-08-18,79.0,2,0,2020-08-01
3171,2020-08-19,79.0,0,0,2020-08-01
3172,2020-08-20,79.0,1,0,2020-08-01
3173,2020-08-21,79.0,2,0,2020-08-01
3174,2020-08-24,79.0,3,0,2020-08-01
3175,2020-08-25,79.0,2,0,2020-08-01
3176,2020-08-26,79.0,4,0,2020-08-01
3177,2020-08-28,79.0,0,0,2020-08-01
3178,2020-08-31,79.0,3,0,2020-08-01
3179,2020-08-11,79.0,13,0,2020-08-01
3180,2020-08-12,79.0,9,0,2020-08-01
3181,2020-08-13,79.0,6,0,2020-08-01
3182,2020-08-14,79.0,1,0,2020-08-01
3183,2020-08-15,79.0,8,0,2020-08-01
3184,2020-08-17,79.0,3,0,2020-08-01
3186,2020-08-19,79.0,3,0,2020-08-01
3187,2020-08-20,79.0,2,0,2020-08-01
3188,2020-08-21,79.0,4,0,2020-08-01
3189,2020-08-24,79.0,14,0,2020-08-01
3190,2020-08-25,79.0,11,0,2020-08-01
3191,2020-08-26,79.0,8,0,2020-08-01
3192,2020-08-28,79.0,5,0,2020-08-01
3193,2020-08-31,79.0,11,0,2020-08-01
3194,2020-08-11,79.0,16,0,2020-08-01
3195,2020-08-12,79.0,18,0,2020-08-01
3196,2020-08-13,79.0,16,0,2020-08-01
3197,2020-08-14,79.0,19,0,2020-08-01
3198,2020-08-15,79.0,18,0,2020-08-01
3199,2020-08-17,79.0,21,0,2020-08-01
3200,2020-08-18,79.0,19,0,2020-08-01
3201,2020-08-19,79.0,16,0,2020-08-01
3202,2020-08-20,79.0,14,176,2020-08-01
3203,2020-08-21,79.0,15,"1,275",2020-08-01
3204,2020-08-24,79.0,21,0,2020-08-01
3205,2020-08-25,79.0,25,0,2020-08-01
3206,2020-08-26,79.0,20,0,2020-08-01
3207,2020-08-28,79.0,31,0,2020-08-01
3208,2020-08-31,80.0,8,0,2020-08-01
3209,2020-08-20,80.0,0,0,2020-08-01
3210,2020-08-03,80.0,2,0,2020-08-01
3211,2020-08-05,80.0,0,0,2020-08-01
3212,2020-08-06,80.0,3,0,2020-08-01
3213,2020-08-09,80.0,2,0,2020-08-01
3214,2020-08-17,80.0,0,0,2020-08-01
3215,2020-08-24,80.0,1,0,2020-08-01
3216,2020-08-03,80.0,4,0,2020-08-01
3217,2020-08-05,80.0,11,0,2020-08-01
3218,2020-08-06,80.0,8,0,2020-08-01
3219,2020-08-08,80.0,2,0,2020-08-01
3220,2020-08-09,80.0,1,0,2020-08-01
3221,2020-08-20,80.0,1,0,2020-08-01
3222,2020-08-21,80.0,0,0,2020-08-01
3223,2020-08-24,80.0,7,0,2020-08-01
3224,2020-08-03,80.0,6,0,2020-08-01
3225,2020-08-04,80.0,17,0,2020-08-01
3226,2020-08-06,80.0,10,0,2020-08-01
3227,2020-08-08,80.0,26,0,2020-08-01
3228,2020-08-09,80.0,27,0,2020-08-01
3229,2020-08-17,80.0,16,0,2020-08-01
3230,2020-08-18,80.0,14,0,2020-08-01
3231,2020-08-19,80.0,5,0,2020-08-01
3232,2020-08-20,80.0,29,0,2020-08-01
3233,2020-08-21,80.0,16,313,2020-08-01
3234,2020-08-22,80.0,33,0,2020-08-01
3235,2020-08-24,80.0,9,0,2020-08-01
3236,2020-08-18,81.0,0,0,2020-08-01
3237,2020-08-10,81.0,34,0,2020-08-01
3238,2020-08-11,81.0,24,0,2020-08-01
3239,2020-08-12,81.0,34,0,2020-08-01
3240,2020-08-13,81.0,34,0,2020-08-01
3241,2020-08-24,81.0,27,0,2020-08-01
3242,2020-08-25,81.0,36,0,2020-08-01
3243,2020-08-26,81.0,41,0,2020-08-01
3244,2020-08-27,81.0,28,0,2020-08-01
3245,2020-08-31,82.0,42,0,2020-08-01
3246,2020-08-20,82.0,0,0,2020-08-01
3247,2020-08-01,82.0,3,0,2020-08-01
3248,2020-08-03,82.0,3,0,2020-08-01
3249,2020-08-04,82.0,3,0,2020-08-01
3250,2020-08-05,82.0,9,0,2020-08-01
3251,2020-08-06,82.0,4,0,2020-08-01
3252,2020-08-07,82.0,1,0,2020-08-01
3253,2020-08-08,82.0,2,0,2020-08-01
3254,2020-08-10,82.0,2,0,2020-08-01
3255,2020-08-11,82.0,2,0,2020-08-01
3256,2020-08-12,82.0,4,0,2020-08-01
3257,2020-08-13,82.0,5,0,2020-08-01
3258,2020-08-17,82.0,3,0,2020-08-01
3259,2020-08-19,82.0,2,0,2020-08-01
3261,2020-08-21,82.0,3,0,2020-08-01
3262,2020-08-24,82.0,6,0,2020-08-01
3263,2020-08-25,82.0,7,0,2020-08-01
3264,2020-08-26,82.0,1,0,2020-08-01
3265,2020-08-27,82.0,3,0,2020-08-01
3266,2020-08-01,82.0,14,0,2020-08-01
3267,2020-08-03,82.0,12,0,2020-08-01
3268,2020-08-04,82.0,7,0,2020-08-01
3269,2020-08-05,82.0,64,0,2020-08-01
3270,2020-08-06,82.0,40,0,2020-08-01
3271,2020-08-07,82.0,14,0,2020-08-01
3272,2020-08-08,82.0,14,0,2020-08-01
3274,2020-08-11,82.0,18,0,2020-08-01
3275,2020-08-12,82.0,10,0,2020-08-01
3276,2020-08-13,82.0,14,0,2020-08-01
3277,2020-08-17,82.0,7,0,2020-08-01
3278,2020-08-19,82.0,11,0,2020-08-01
3279,2020-08-20,82.0,4,0,2020-08-01
3280,2020-08-21,82.0,4,0,2020-08-01
3281,2020-08-22,82.0,10,0,2020-08-01
3282,2020-08-24,82.0,31,0,2020-08-01
3283,2020-08-25,82.0,14,0,2020-08-01
3284,2020-08-26,82.0,12,0,2020-08-01
3285,2020-08-27,82.0,19,0,2020-08-01
3286,2020-08-01,82.0,42,0,2020-08-01
3287,2020-08-03,82.0,38,0,2020-08-01
3288,2020-08-04,82.0,30,0,2020-08-01
3289,2020-08-05,82.0,26,0,2020-08-01
3290,2020-08-06,82.0,14,0,2020-08-01
3291,2020-08-07,82.0,29,0,2020-08-01
3292,2020-08-08,82.0,33,0,2020-08-01
3293,2020-08-10,82.0,47,0,2020-08-01
3294,2020-08-11,82.0,25,0,2020-08-01
3295,2020-08-12,82.0,16,0,2020-08-01
3296,2020-08-13,82.0,26,0,2020-08-01
3297,2020-08-17,82.0,19,0,2020-08-01
3298,2020-08-19,82.0,15,0,2020-08-01
3299,2020-08-20,82.0,33,420,2020-08-01
3300,2020-08-21,82.0,30,61,2020-08-01
3301,2020-08-22,82.0,43,0,2020-08-01
3302,2020-08-24,82.0,17,0,2020-08-01
3303,2020-08-25,82.0,24,0,2020-08-01
3304,2020-08-26,82.0,33,0,2020-08-01
3305,2020-08-27,186.0,19,0,2020-08-01
3306,2020-08-20,186.0,0,0,2020-08-01
3307,2020-08-01,186.0,3,0,2020-08-01
3308,2020-08-03,186.0,1,0,2020-08-01
3309,2020-08-04,186.0,3,0,2020-08-01
3310,2020-08-05,186.0,6,0,2020-08-01
3311,2020-08-07,186.0,2,0,2020-08-01
3312,2020-08-09,186.0,7,0,2020-08-01
3313,2020-08-10,186.0,8,0,2020-08-01
3314,2020-08-11,186.0,4,0,2020-08-01
3315,2020-08-12,186.0,2,0,2020-08-01
3316,2020-08-14,186.0,2,0,2020-08-01
3317,2020-08-17,186.0,5,0,2020-08-01
3318,2020-08-18,186.0,3,0,2020-08-01
3319,2020-08-20,186.0,2,0,2020-08-01
3320,2020-08-21,186.0,2,0,2020-08-01
3321,2020-08-22,186.0,1,0,2020-08-01
3322,2020-08-25,186.0,1,0,2020-08-01
3323,2020-08-27,186.0,2,0,2020-08-01
3324,2020-08-30,186.0,6,0,2020-08-01
3325,2020-08-31,186.0,3,0,2020-08-01
3326,2020-08-01,186.0,18,0,2020-08-01
3327,2020-08-03,186.0,26,0,2020-08-01
3328,2020-08-04,186.0,17,0,2020-08-01
3329,2020-08-05,186.0,54,0,2020-08-01
3330,2020-08-07,186.0,17,0,2020-08-01
3331,2020-08-09,186.0,41,0,2020-08-01
3332,2020-08-10,186.0,27,0,2020-08-01
3333,2020-08-11,186.0,24,0,2020-08-01
3334,2020-08-12,186.0,27,0,2020-08-01
3335,2020-08-14,186.0,7,0,2020-08-01
3336,2020-08-17,186.0,7,0,2020-08-01
3337,2020-08-18,186.0,4,0,2020-08-01
3338,2020-08-20,186.0,5,0,2020-08-01
3339,2020-08-21,186.0,0,0,2020-08-01
3340,2020-08-22,186.0,3,0,2020-08-01
3341,2020-08-25,186.0,10,0,2020-08-01
3342,2020-08-26,186.0,0,0,2020-08-01
3343,2020-08-27,186.0,6,0,2020-08-01
3344,2020-08-30,186.0,61,0,2020-08-01
3345,2020-08-31,186.0,6,0,2020-08-01
3346,2020-08-01,186.0,16,892,2020-08-01
3347,2020-08-03,186.0,5,"1,290",2020-08-01
3348,2020-08-04,186.0,18,889,2020-08-01
3349,2020-08-05,186.0,3,0,2020-08-01
3350,2020-08-07,186.0,12,608,2020-08-01
3351,2020-08-09,186.0,12,0,2020-08-01
3352,2020-08-10,186.0,2,0,2020-08-01
3353,2020-08-11,186.0,3,407,2020-08-01
3354,2020-08-12,186.0,8,0,2020-08-01
3355,2020-08-14,186.0,15,980,2020-08-01
3356,2020-08-17,186.0,12,0,2020-08-01
3357,2020-08-18,186.0,15,"1,559",2020-08-01
3358,2020-08-20,186.0,11,"3,304",2020-08-01
3359,2020-08-21,186.0,12,729,2020-08-01
3360,2020-08-22,186.0,21,761,2020-08-01
3361,2020-08-25,186.0,20,771,2020-08-01
3362,2020-08-26,186.0,21,990,2020-08-01
3363,2020-08-27,186.0,13,"1,262",2020-08-01
3364,2020-08-30,186.0,2,0,2020-08-01
3365,2020-08-31,83.0,14,"1,530",2020-08-01
3366,2020-08-01,83.0,21,0,2020-08-01
3367,2020-08-03,83.0,12,0,2020-08-01
3368,2020-08-04,83.0,20,0,2020-08-01
3369,2020-08-15,83.0,11,0,2020-08-01
3370,2020-08-17,83.0,31,0,2020-08-01
3371,2020-08-18,83.0,18,0,2020-08-01
3372,2020-08-20,83.0,17,0,2020-08-01
3373,2020-08-24,83.0,9,0,2020-08-01
3374,2020-08-26,83.0,34,0,2020-08-01
3375,2020-08-27,83.0,12,0,2020-08-01
3376,2020-08-31,83.0,27,0,2020-08-01
3377,2020-08-18,83.0,1,0,2020-08-01
3378,2020-08-31,83.0,0,0,2020-08-01
3379,2020-08-18,83.0,3,0,2020-08-01
3380,2020-08-31,255.0,3,0,2020-08-01
3381,2020-08-03,255.0,2,0,2020-08-01
3382,2020-08-05,255.0,2,0,2020-08-01
3383,2020-08-07,255.0,1,0,2020-08-01
3384,2020-08-08,255.0,1,0,2020-08-01
3385,2020-08-11,255.0,4,0,2020-08-01
3386,2020-08-12,255.0,5,0,2020-08-01
3387,2020-08-13,255.0,3,0,2020-08-01
3388,2020-08-27,255.0,1,0,2020-08-01
3389,2020-08-28,255.0,1,0,2020-08-01
3390,2020-08-31,255.0,0,0,2020-08-01
3392,2020-08-04,255.0,3,0,2020-08-01
3393,2020-08-05,255.0,12,0,2020-08-01
3394,2020-08-06,255.0,7,0,2020-08-01
3395,2020-08-07,255.0,6,0,2020-08-01
3396,2020-08-08,255.0,3,0,2020-08-01
3397,2020-08-10,255.0,8,0,2020-08-01
3398,2020-08-11,255.0,16,0,2020-08-01
3399,2020-08-12,255.0,12,0,2020-08-01
3401,2020-08-14,255.0,5,0,2020-08-01
3402,2020-08-27,255.0,5,0,2020-08-01
3403,2020-08-28,255.0,9,0,2020-08-01
3404,2020-08-29,255.0,3,0,2020-08-01
3406,2020-08-03,255.0,32,0,2020-08-01
3407,2020-08-04,255.0,15,0,2020-08-01
3408,2020-08-05,255.0,17,0,2020-08-01
3409,2020-08-06,255.0,20,0,2020-08-01
3410,2020-08-07,255.0,14,0,2020-08-01
3411,2020-08-08,255.0,18,0,2020-08-01
3412,2020-08-10,255.0,25,0,2020-08-01
3413,2020-08-11,255.0,12,0,2020-08-01
3414,2020-08-12,255.0,13,0,2020-08-01
3415,2020-08-13,255.0,14,0,2020-08-01
3416,2020-08-14,255.0,15,0,2020-08-01
3417,2020-08-27,255.0,16,0,2020-08-01
3418,2020-08-28,255.0,18,0,2020-08-01
3419,2020-08-29,255.0,24,0,2020-08-01
3420,2020-08-31,300.0,17,0,2020-08-01
3421,2020-08-01,300.0,2,0,2020-08-01
3422,2020-08-07,300.0,2,0,2020-08-01
3423,2020-08-12,300.0,1,0,2020-08-01
3424,2020-08-13,300.0,1,0,2020-08-01
3425,2020-08-01,300.0,0,0,2020-08-01
3426,2020-08-05,300.0,10,0,2020-08-01
3427,2020-08-07,300.0,4,0,2020-08-01
3428,2020-08-08,300.0,4,0,2020-08-01
3429,2020-08-12,300.0,5,0,2020-08-01
3431,2020-08-01,300.0,19,0,2020-08-01
3432,2020-08-05,300.0,7,0,2020-08-01
3433,2020-08-07,300.0,6,0,2020-08-01
3434,2020-08-08,300.0,17,0,2020-08-01
3435,2020-08-09,300.0,19,0,2020-08-01
3436,2020-08-12,300.0,16,0,2020-08-01
3437,2020-08-13,187.0,14,0,2020-08-01
3438,2020-08-20,187.0,1,0,2020-08-01
3439,2020-08-11,187.0,25,"1,501",2020-08-01
3440,2020-08-12,187.0,39,753,2020-08-01
3441,2020-08-13,187.0,41,706,2020-08-01
3442,2020-08-14,187.0,25,"1,002",2020-08-01
3443,2020-08-15,187.0,37,831,2020-08-01
3444,2020-08-17,187.0,35,872,2020-08-01
3445,2020-08-18,187.0,14,958,2020-08-01
3446,2020-08-19,187.0,25,788,2020-08-01
3447,2020-08-20,187.0,13,0,2020-08-01
3448,2020-08-25,187.0,6,0,2020-08-01
3449,2020-08-27,187.0,12,868,2020-08-01
3450,2020-08-28,187.0,6,"1,199",2020-08-01
3451,2020-08-18,187.0,1,0,2020-08-01
3452,2020-08-18,84.0,1,0,2020-08-01
3453,2020-08-05,84.0,9,0,2020-08-01
3454,2020-08-07,84.0,4,0,2020-08-01
3455,2020-08-08,84.0,3,0,2020-08-01
3456,2020-08-12,84.0,8,0,2020-08-01
3457,2020-08-19,84.0,0,0,2020-08-01
3458,2020-08-22,84.0,3,0,2020-08-01
3459,2020-08-24,84.0,2,0,2020-08-01
3460,2020-08-26,84.0,3,0,2020-08-01
3461,2020-08-05,84.0,34,0,2020-08-01
3462,2020-08-07,84.0,19,0,2020-08-01
3463,2020-08-08,84.0,16,0,2020-08-01
3464,2020-08-12,84.0,23,0,2020-08-01
3465,2020-08-19,84.0,7,0,2020-08-01
3466,2020-08-21,84.0,5,0,2020-08-01
3467,2020-08-22,84.0,8,0,2020-08-01
3469,2020-08-26,84.0,14,0,2020-08-01
3470,2020-08-05,84.0,9,833,2020-08-01
3471,2020-08-07,84.0,10,306,2020-08-01
3472,2020-08-08,84.0,12,921,2020-08-01
3473,2020-08-12,84.0,10,661,2020-08-01
3474,2020-08-19,84.0,22,"1,293",2020-08-01
3475,2020-08-21,84.0,13,"1,366",2020-08-01
3476,2020-08-22,84.0,18,815,2020-08-01
3477,2020-08-24,84.0,16,886,2020-08-01
3478,2020-08-26,188.0,16,622,2020-08-01
3479,2020-08-01,188.0,0,0,2020-08-01
3480,2020-08-03,188.0,4,0,2020-08-01
3481,2020-08-04,188.0,4,0,2020-08-01
3482,2020-08-05,188.0,2,0,2020-08-01
3483,2020-08-06,188.0,4,0,2020-08-01
3484,2020-08-07,188.0,0,0,2020-08-01
3485,2020-08-08,188.0,4,0,2020-08-01
3486,2020-08-10,188.0,2,0,2020-08-01
3487,2020-08-11,188.0,2,0,2020-08-01
3488,2020-08-12,188.0,2,0,2020-08-01
3489,2020-08-13,188.0,1,0,2020-08-01
3490,2020-08-14,188.0,3,0,2020-08-01
3491,2020-08-17,188.0,0,0,2020-08-01
3492,2020-08-18,188.0,2,0,2020-08-01
3493,2020-08-20,188.0,1,0,2020-08-01
3494,2020-08-25,188.0,2,0,2020-08-01
3495,2020-08-26,188.0,5,0,2020-08-01
3496,2020-08-01,188.0,15,0,2020-08-01
3497,2020-08-03,188.0,13,0,2020-08-01
3498,2020-08-04,188.0,11,0,2020-08-01
3499,2020-08-05,188.0,20,0,2020-08-01
3500,2020-08-06,188.0,17,0,2020-08-01
3501,2020-08-07,188.0,8,0,2020-08-01
3502,2020-08-08,188.0,14,0,2020-08-01
3503,2020-08-10,188.0,22,0,2020-08-01
3504,2020-08-11,188.0,20,0,2020-08-01
3505,2020-08-12,188.0,17,0,2020-08-01
3506,2020-08-13,188.0,5,0,2020-08-01
3507,2020-08-14,188.0,5,0,2020-08-01
3508,2020-08-17,188.0,9,0,2020-08-01
3509,2020-08-18,188.0,9,0,2020-08-01
3510,2020-08-19,188.0,3,0,2020-08-01
3511,2020-08-20,188.0,7,0,2020-08-01
3512,2020-08-21,188.0,1,0,2020-08-01
3513,2020-08-25,188.0,8,0,2020-08-01
3514,2020-08-26,188.0,7,0,2020-08-01
3515,2020-08-01,188.0,21,"1,160",2020-08-01
3516,2020-08-03,188.0,7,"1,456",2020-08-01
3517,2020-08-04,188.0,4,"1,306",2020-08-01
3519,2020-08-06,188.0,9,"1,073",2020-08-01
3520,2020-08-07,188.0,13,"1,008",2020-08-01
3521,2020-08-08,188.0,5,0,2020-08-01
3522,2020-08-10,188.0,6,0,2020-08-01
3523,2020-08-11,188.0,6,"1,733",2020-08-01
3525,2020-08-13,188.0,11,"1,091",2020-08-01
3526,2020-08-14,188.0,10,761,2020-08-01
3527,2020-08-17,188.0,20,926,2020-08-01
